(2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2),
(2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2),
(2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,2),
(2,1,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,1,0,1,1,1,1,1,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,1,1,1,0,0,1,1,1,1,1,2),
(2,1,0,0,0,0,1,0,9,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,9,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,1,1,1,1,1,1,1,1,1,1,0,5,7,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,0,0,0,1,0,0,0,0,1,0,5,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2),
(2,1,0,0,0,0,1,0,0,0,0,1,0,5,1,0,0,0,0,1,1,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,0,0,0,1,0,0,0,0,1,0,5,1,0,0,0,0,1,1,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,1,1,1,1,1,1,1,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,0,0,0,1,0,0,0,0,1,0,5,1,0,0,0,0,1,1,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,0,0,0,1,0,0,0,0,1,0,5,1,0,0,0,0,1,1,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,0,0,0,1,0,0,0,0,1,0,5,1,0,0,7,0,1,1,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,1,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,1,1,1,1,0,1,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2),
(2,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,1,1,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,1,1,1,1,0,0,0,0,1,0,5,1,0,0,0,0,1,1,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,0,0,0,1,0,0,0,0,1,0,5,1,1,1,1,1,1,1,1,1,1,1,1,5,0,0,0,0,0,0,7,0,0,0,0,0,0,1,2),
(2,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2),
(2,1,0,0,0,0,1,0,0,0,0,1,0,5,1,0,0,0,0,1,1,0,0,0,0,1,5,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2),
